STRUCTURE;REF_AREA;Reference area;MEASURE;Measure;UNIT_MEASURE;Unit of measure;DOMAIN;Domain;TIME_PERIOD;OBS_VALUE;OBS_STATUS;Observation status;
DATAFLOW;NOR;Norway;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2008;29932;A;Normal value;
DATAFLOW;NOR;Norway;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2009;30777;A;Normal value;
DATAFLOW;NOR;Norway;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2010;31213;A;Normal value;
DATAFLOW;NOR;Norway;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2011;31861;A;Normal value;
DATAFLOW;NOR;Norway;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2012;32634;A;Normal value;
DATAFLOW;NOR;Norway;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2013;33276;A;Normal value;
DATAFLOW;NOR;Norway;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2014;33602;A;Normal value;
DATAFLOW;NOR;Norway;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2015;34657;A;Normal value;
DATAFLOW;NOR;Norway;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2016;34171;A;Normal value;
DATAFLOW;NOR;Norway;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2017;34508;A;Normal value;
DATAFLOW;NOR;Norway;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2018;34535;A;Normal value;
DATAFLOW;NOR;Norway;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2019;34893;A;Normal value;
DATAFLOW;NOR;Norway;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2020;34629;A;Normal value;
DATAFLOW;NOR;Norway;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2021;36158;A;Normal value;
DATAFLOW;ITA;Italy;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2007;29113;A;Normal value;
DATAFLOW;ITA;Italy;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2008;28480;A;Normal value;
DATAFLOW;ITA;Italy;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2009;27819;A;Normal value;
DATAFLOW;ITA;Italy;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2010;27312;A;Normal value;
DATAFLOW;ITA;Italy;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2011;27041;A;Normal value;
DATAFLOW;ITA;Italy;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2012;25619;A;Normal value;
DATAFLOW;ITA;Italy;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2013;25416;A;Normal value;
DATAFLOW;ITA;Italy;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2014;25541;A;Normal value;
DATAFLOW;ITA;Italy;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2015;25834;A;Normal value;
DATAFLOW;ITA;Italy;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2016;26167;A;Normal value;
DATAFLOW;ITA;Italy;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2017;26462;A;Normal value;
DATAFLOW;ITA;Italy;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2018;26747;A;Normal value;
DATAFLOW;ITA;Italy;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2019;26830;A;Normal value;
DATAFLOW;ITA;Italy;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2020;26360;A;Normal value;
DATAFLOW;ITA;Italy;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2021;27150;A;Normal value;
DATAFLOW;HUN;Hungary;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2007;16556;A;Normal value;
DATAFLOW;HUN;Hungary;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2008;16271;A;Normal value;
DATAFLOW;HUN;Hungary;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2009;15704;A;Normal value;
DATAFLOW;HUN;Hungary;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2010;15616;A;Normal value;
DATAFLOW;HUN;Hungary;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2011;16196;A;Normal value;
DATAFLOW;HUN;Hungary;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2012;15749;A;Normal value;
DATAFLOW;HUN;Hungary;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2013;16065;A;Normal value;
DATAFLOW;HUN;Hungary;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2014;16548;A;Normal value;
DATAFLOW;HUN;Hungary;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2015;17162;A;Normal value;
DATAFLOW;HUN;Hungary;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2016;17862;A;Normal value;
DATAFLOW;HUN;Hungary;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2017;18892;A;Normal value;
DATAFLOW;HUN;Hungary;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2018;20234;A;Normal value;
DATAFLOW;HUN;Hungary;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2019;21119;A;Normal value;
DATAFLOW;HUN;Hungary;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2020;20841;A;Normal value;
DATAFLOW;HUN;Hungary;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2021;22204;P;Provisional value;
DATAFLOW;ESP;Spain;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2007;25298;A;Normal value;
DATAFLOW;ESP;Spain;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2008;25481;A;Normal value;
DATAFLOW;ESP;Spain;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2009;25559;A;Normal value;
DATAFLOW;ESP;Spain;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2010;25138;A;Normal value;
DATAFLOW;ESP;Spain;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2011;24695;A;Normal value;
DATAFLOW;ESP;Spain;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2012;23047;A;Normal value;
DATAFLOW;ESP;Spain;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2013;22836;A;Normal value;
DATAFLOW;ESP;Spain;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2014;22852;A;Normal value;
DATAFLOW;ESP;Spain;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2015;23769;A;Normal value;
DATAFLOW;ESP;Spain;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2016;24335;A;Normal value;
DATAFLOW;ESP;Spain;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2017;24689;A;Normal value;
DATAFLOW;ESP;Spain;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2018;24955;A;Normal value;
DATAFLOW;ESP;Spain;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2019;25674;A;Normal value;
DATAFLOW;ESP;Spain;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2020;25248;P;Provisional value;
DATAFLOW;ESP;Spain;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2021;25591;P;Provisional value;
DATAFLOW;CZE;Czechia;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2007;19957;A;Normal value;
DATAFLOW;CZE;Czechia;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2008;20172;A;Normal value;
DATAFLOW;CZE;Czechia;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2009;20499;A;Normal value;
DATAFLOW;CZE;Czechia;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2010;20607;A;Normal value;
DATAFLOW;CZE;Czechia;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2011;20401;A;Normal value;
DATAFLOW;CZE;Czechia;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2012;20227;A;Normal value;
DATAFLOW;CZE;Czechia;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2013;20203;A;Normal value;
DATAFLOW;CZE;Czechia;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2014;20683;A;Normal value;
DATAFLOW;CZE;Czechia;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2015;21286;A;Normal value;
DATAFLOW;CZE;Czechia;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2016;21863;A;Normal value;
DATAFLOW;CZE;Czechia;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2017;22785;A;Normal value;
DATAFLOW;CZE;Czechia;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2018;23620;A;Normal value;
DATAFLOW;CZE;Czechia;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2019;24390;A;Normal value;
DATAFLOW;CZE;Czechia;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2020;24472;A;Normal value;
DATAFLOW;CZE;Czechia;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2021;25524;A;Normal value;
DATAFLOW;DNK;Denmark;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2007;26403;A;Normal value;
DATAFLOW;DNK;Denmark;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2008;26346;A;Normal value;
DATAFLOW;DNK;Denmark;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2009;26914;A;Normal value;
DATAFLOW;DNK;Denmark;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2010;27695;A;Normal value;
DATAFLOW;DNK;Denmark;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2011;27824;A;Normal value;
DATAFLOW;DNK;Denmark;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2012;27699;A;Normal value;
DATAFLOW;DNK;Denmark;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2013;27901;A;Normal value;
DATAFLOW;DNK;Denmark;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2014;28173;A;Normal value;
DATAFLOW;DNK;Denmark;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2015;28983;A;Normal value;
DATAFLOW;DNK;Denmark;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2016;29711;A;Normal value;
DATAFLOW;DNK;Denmark;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2017;30053;A;Normal value;
DATAFLOW;DNK;Denmark;1_1;Households and NPISHs net adjusted disposable income per capita;USD_PPP_PS;US dollars per person, PPP converted;HSL_1;Income and wealth;2018;30423;A;Normal value;
